Band,Subject,Unit,AreaofStudy,Code,Outcome,OutcomeStudentType,OutcomeDescription,Type,Statement,ParentStatement,Level,Sequence
Year 12,English,Unit 3,Area of Study 1 - Reading and responding to texts,VCEE12AS1OSEAL,Outcome 1,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key skills,"Drawing from existing knowledge structures to frame, infer and create meaning from spoken texts to develop understanding of the historical context, and the social and cultural values in a text","apply appropriate listening comprehension strategies to support understanding of a set text through engagement with a spoken, audio or audio visual source, such as:",2,20
Year 12,English,Unit 3,Area of Study 1 - Reading and responding to texts,VCEE12AS1OSE,Outcome 1,English Students,"On completion of this unit the student should be able to make personal connections with, and explore the vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key skills,"Use the appropriate conventions of syntax, punctuation and spelling of Standard Australian English.",,1,21
Year 12,English,Unit 3,Area of Study 1 - Reading and responding to texts,VCEE12AS1OSEAL,Outcome 1,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key skills,"Use the appropriate conventions of syntax, punctuation and spelling of Standard Australian English.",,1,21
Year 12,English,Unit 3,Area of Study 2 - Creating texts,VCEE12AS2OKE,Outcome 2,English Students,"On completion of this unit the student should be able to make personal connections with, and explore the vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key knowledge,The role of mentor texts as models of effective and cohesive writing,,1,1
Year 12,English,Unit 3,Area of Study 2 - Creating texts,VCEE12AS2OKEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key knowledge,The role of mentor texts as models of effective and cohesive writing,,1,1
Year 12,English,Unit 3,Area of Study 2 - Creating texts,VCEE12AS2OKE,Outcome 2,English Students,"On completion of this unit the student should be able to make personal connections with, and explore the vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key knowledge,"Vocabulary, text structures and language features used in effective and cohesive writing",,1,2
Year 12,English,Unit 3,Area of Study 2 - Creating texts,VCEE12AS2OKEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key knowledge,"Vocabulary, text structures and language features used in effective and cohesive writing",,1,2
Year 12,English,Unit 3,Area of Study 2 - Creating texts,VCEE12AS2OKE,Outcome 2,English Students,"On completion of this unit the student should be able to make personal connections with, and explore the vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key knowledge,"The ways purpose, context (including mode) and audience shape writing",,1,3
Year 12,English,Unit 3,Area of Study 2 - Creating texts,VCEE12AS2OKEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key knowledge,"The ways purpose, context (including mode) and audience shape writing",,1,3
Year 12,English,Unit 3,Area of Study 2 - Creating texts,VCEE12AS2OKE,Outcome 2,English Students,"On completion of this unit the student should be able to make personal connections with, and explore the vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key knowledge,The range of ideas presented in various ways in mentor texts,,1,4
Year 12,English,Unit 3,Area of Study 2 - Creating texts,VCEE12AS2OKEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key knowledge,The range of ideas presented in various ways in mentor texts,,1,4
